Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Walking,2022-01-10 11:30:14,false,"Folsom Walking","1.24","181","00:22:40","134","168","111","247","18:14","7:21","299","16","0.79","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","04:32.00.2","2","0.0","00:18:49","00:22:40","329","376"
Walking,2022-01-09 08:59:10,false,"Folsom Walking","1.97","191","00:41:16","95","116","101","146","20:54","12:57","43","184","0.76","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","19:53.21.1","2","0.0","00:38:01","00:41:16","115","162"
Cardio,2022-01-07 11:58:54,false,"Cardio","0.00","191","00:21:35","132","160","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","21:35.41.1","1","0.0","00:00:00","00:21:35","335","345"
Cardio,2022-01-05 12:40:34,false,"Cardio","0.00","178","00:16:56","150","177","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","16:55.89","1","0.0","00:00:00","00:16:56","181","209"
Running,2022-01-05 11:12:56,false,"Folsom Running","1.22","168","00:19:00","134","161","133","171","15:32","8:51","72","43","0.77","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:31.91.6","2","0.0","00:15:29","00:19:00","142","217"
Cardio,2022-01-04 12:17:39,false,"Cardio","0.00","231","00:26:12","134","159","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","26:11.52.2","1","0.0","00:00:00","00:26:12","119","136"
Cardio,2021-12-27 17:21:12,false,"Cardio","0.00","198","00:21:20","137","176","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","21:20.19.6","1","0.0","00:00:00","00:21:20","220","232"
Running,2021-12-26 09:15:56,false,"Folsom Running","2.62","318","00:38:01","138","166","96","244","14:31","1:35","118","89","2.32","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:19.91.8","3","0.0","00:29:47","00:38:01","241","314"
Cardio,2021-12-21 15:18:32,false,"Cardio","0.00","264","00:29:01","137","166","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:01.04.7","1","0.0","00:00:00","00:29:01","283","305"
Cardio,2021-12-20 13:21:58,false,"Cardio","0.00","294","00:30:18","140","167","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","30:17.87.8","1","0.0","00:00:00","00:30:18","326","341"
Running,2021-12-20 11:23:04,false,"Folsom Running","1.63","230","00:24:23","136","152","128","179","14:56","7:58","72","36","0.84","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","09:37.80.7","2","0.0","00:19:03","00:24:23","255","321"
Running,2021-12-16 11:21:57,false,"Folsom Running","1.88","270","00:27:53","147","177","117","244","14:52","7:02","230","92","0.93","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","12:36.13.5","2","0.0","00:21:42","00:27:53","341","403"
Running,2021-12-15 10:20:27,false,"Running","1.59","226","00:20:42","155","170","138","178","13:04","6:14","95","46","0.89","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","08:34.56.2","2","0.0","00:18:23","00:20:42","190","265"
Cardio,2021-12-13 11:41:11,false,"Cardio","0.00","233","00:29:32","127","159","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:32.23","1","0.0","00:00:00","00:29:32","258","275"
Cycling,2021-12-11 13:15:23,false,"Placer County Cycling","7.41","702","01:36:17","141","174","0","0","4.6","25.7","1,220","1,161","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","25:53.31.7","2","0.0","01:14:17","01:42:10","594","1,704"
Cardio,2021-12-08 12:08:34,false,"Cardio","0.00","262","00:29:34","134","165","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:34.27.6","1","0.0","00:00:00","00:30:27","228","228"
Running,2021-12-08 11:21:57,false,"Running","1.51","208","00:19:44","150","164","140","181","13:03","8:41","59","36","0.88","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:46.83.8","2","0.0","00:17:05","00:19:44","192","245"
Cardio,2021-12-07 11:24:56,false,"Cardio","0.00","267","00:29:24","136","169","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:24.43.9","1","0.0","00:00:00","00:29:41","217","228"
Cardio,2021-12-06 12:21:03,false,"Cardio","0.00","291","00:35:46","130","165","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","35:46.40.3","1","0.0","00:00:00","00:35:46","203","231"
Running,2021-12-06 09:03:47,false,"Folsom Running","1.72","242","00:25:51","143","169","113","177","15:03","7:54","89","36","0.95","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","12:29.79.6","2","0.0","00:21:10","00:25:51","154","215"
Cardio,2021-12-03 12:02:30,false,"Cardio","0.00","212","00:21:05","145","172","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","21:05.33.7","1","0.0","00:00:00","00:21:05","201","202"
Cardio,2021-12-01 12:14:45,false,"Cardio","0.00","236","00:29:30","129","164","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:29.83.3","1","0.0","00:00:00","00:29:30","110","110"
Running,2021-12-01 08:34:31,false,"Folsom Running","1.49","203","00:19:57","149","170","140","179","13:22","8:44","56","59","0.86","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:11.95.7","2","0.0","00:18:19","00:19:57","54","106"
Cardio,2021-11-28 18:05:42,false,"Cardio","0.00","246","00:29:36","128","164","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","29:36.44.7","1","0.0","00:00:00","00:29:36","45","45"
Cycling,2021-11-27 10:22:38,false,"Folsom Cycling","21.32","1,017","01:38:31","155","185","0","0","13.0","27.4","761","1,575","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:14.78.9","5","0.0","01:36:48","01:43:56","-108","256"
Cardio,2021-11-25 12:51:14,false,"Cardio","0.00","259","00:31:18","130","165","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","31:17.82.6","1","0.0","00:00:00","00:31:18","713","729"
Cardio,2021-11-24 12:20:30,false,"Cardio","0.00","260","00:32:36","127","162","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","32:36.20.3","1","0.0","00:00:00","00:32:36","665","677"
Running,2021-11-23 11:47:47,false,"Running","1.26","182","00:17:20","150","168","134","171","13:43","8:38","49","23","0.87","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:55.60.4","2","0.0","00:15:03","00:17:20","671","713"
